,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,https://servicodados.ibge.gov.br/api/docs/localidades?utm_source=,,,,,,,,,,,,,,,,,,
"out. 5, 2022",In Progress,FLO081021C,Raquel,Maia,"MPPA promove curso e oitiva de populações, movimentos negros e indígenas em Santarém",G1,"out. 8, 2021",Norte ; Pará ; Santarém; 1506807,Encontro ; Reunião de reivindicação de correção entre os poderes,,,,Amazônia,Data inicial: 08/10/2021 Data final: 08/10/2021,"Movimento Indígena
Movimento Negro
Movimento Quilombola",,NI,,"Luta contra a violação dos direitos humanos
Preservação ambiental",Estado,,Outros,Ministério Público do Pará,"3; Saúde e Bem-Estar
10; Redução das Desigualdades
12; Consumo e Produção Responsáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Plano setorial do Grupo de Trabalho Étnico-Racial; ,
"out. 5, 2022",In Progress,FLO081021B,Raquel,Maia,Cacique Raoni anuncia apoio a Lula: ‘Bolsonaro quer a extinção dos indígenas’,Brasil de Fato,"out. 8, 2021",Centro-oeste ; Mato Grosso ; Peixoto de Azevedo; 5106422,Ação/prática comunicativa ; Entrevista concedida,,,,Amazônia,Data inicial: 08/10/2021 Data final: 08/10/2021,Movimento Indígena,,Outros,Cacique Raoni,"Luta contra a violação dos direitos humanos
Preservação ambiental",NI,,NI,,"3; Saúde e Bem-Estar
10; Redução das Desigualdades
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Marco temporal; demarcação de terras; ,
"out. 5, 2022",In Progress,FLO081021A,Raquel ,Maia,Jornal francês denuncia destruição do território indígena Piripkura no centro-oeste,UOL Notícias,"out. 8, 2021",Estadual ; Mato Grosso,Ação/prática comunicativa ; Entrevista concedida,,,sim,,Data inicial: 08/10/2021 Data final: 08/10/2021,Movimento Indígena,,Outros,Representantes do povo Piripkura,"Luta contra a violação dos direitos humanos
Preservação ambiental",Outros,,Outros,,"3; Saúde e Bem-Estar
10; Redução das Desigualdades
15; Vida Terrestre",Demarcação de terras; mineração,
"out. 4, 2022",In Progress,FLO250821J,Bianca,Marucci,"Alok, Vitão e Maria Gadú visitam acampamento indígena em Brasília",G1,"ago. 25, 2021",Centro-oeste ; Distrito Federal ; Brasília; 5300108,Ação/prática comunicativa ; Live e produção de conteúdo,,,sim,,Data inicial: 24/08/2021 Data final: 25/08/2021,Outros,Ativistas,Outros,Alok; Vitão; Maria Gadú,,NI,,NI,,"10; Redução das Desigualdades
16; Paz Justiça e Instituições Eficazes",marco temporal; Acampamento Luta pela Vida; apoio a causa indígena; apoio de artistas,
"out. 4, 2022",In Progress,FLO280821A,Bianca,Marucci,Indígenas decidem ficar acampados em Brasília até 2 de setembro,G1,"ago. 28, 2021",Centro-oeste ; Distrito Federal ; Brasília; 5300108,,Ocupação,Acampamento ,,,Data inicial: 22/08/2021 Data final: 02/09/2021,Movimento Indígena,,NI,,,NI,,NI,,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",marco temporal; demarcação de terras; Acampamento Luta pela Vida,
"out. 4, 2022",In Progress,FLO250821I,Bianca,Marucci,Ecologistas se manifestam em Londres em solidariedade  a indígenas do Brasil,UOL Notícias,"ago. 25, 2021",Internacional,,Ocupação,Ocupação de Espaço Público,,,undefined,Movimento Ambientalista,,Outros,Extinction Rebellion,,NI,,NI,,"13; Ação Contra Mudança Global do Clima
15; Vida Terrestre","""Fora Bolsonaro!""; embaixada do Brasil em Londres; políticas anti-indigenistas; mudança climática, genocídio",
"out. 4, 2022",In Progress,FLO260821B,Bianca,Marucci,Indígenas e quilombolas se manifestam contra o marco temporal em frente ao TRF4,MAIS FM,"ago. 26, 2021",Sul ; Rio Grande do Sul ; Porto Alegre; 4314902,,Ocupação,Ocupação de Espaço Público,,,undefined,"Movimento Indígena
Movimento Quilombola",,Outros,etnia mbyas guarani; etnia kaingang; Teia dos Povos em Luta; Frente Quilombola do RS,,NI,,NI,,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",demarcação de terras indígenas; violação de direitos; Tribunal Regional Federal da 4a Região (TRF4),
"out. 4, 2022",In Progress,FLO250821H,Bianca,Marucci,Indígenas bloqueiam rodovias em  Caucaia contra mudanças na  demarcação de terras,O POVO,"ago. 25, 2021",Nordeste ; Ceará ; Caucaia; 2303709,,Ocupação ,Bloqueio,,,undefined,Movimento Indígena,,Outros,etnia Anacé,,NI,,NI,,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",marco temporal; BR-222; CE-085,
"out. 3, 2022",In Progress,FLO250821G,Bianca,Marucci,Cerca de 200 indígenas fazem vigília no Pico do Jaraguá contra marco temporal para demarcação de terras,G1,"ago. 25, 2021",Sudeste ; São Paulo ; São Paulo; 3550308,,Ritual,Vigília de cunho religioso,,,undefined,Movimento Indígena,,NI,,,NI,,NI,,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Terra Indígena Jaraguá; músicas tradicionais; invasores; conflitos fundiários,
"out. 3, 2022",In Progress,FLO250821F,Bianca,Marucci,Ailton Krenak:  'Sociedade precisa parar de olhar o  mundo como um supermercado',Jornal O Globo,"ago. 25, 2021",Sudeste ; Minas Gerais ; Resplendor; 3154309,Ação/prática comunicativa ; Entrevista concedida,,,,,,Movimento Indígena,,NI,,,NI,,NI,,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",exploração em terras indígenas; PL 490/2007; violência contra povos originários; demarcação de terras,
"out. 3, 2022",In Progress,FLO260821A,Bianca,Marucci,"""Indígenas querem sua sustentabilidade"" , diz deputada Joenia Wapichana ao Programa Bem Viver",Brasil de Fato,"ago. 26, 2021",Online,Ação/prática comunicativa ; Entrevista concedida,,,sim,,undefined,Movimento Indígena,,NI,,,NI,,NI,,15; Vida Terrestre,políticas de autossuficiência; projetos anti-indígenas; anti-ambientalistas ,
"out. 3, 2022",In Progress,FLO270821B,Bianca,Marucci,Indígenas levam caixão para o Palácio do Planalto,Amazônia Real ,"ago. 27, 2021",Centro-oeste ; Distrito Federal ; Brasília; 5300108,,Ato Simbólico,Performance ,,,undefined,Movimento Indígena,,"Articulação dos Povos e Organizações Indígenas do Nordeste, Minas Gerais e Espírito Santo (Apoinme)",,,NI,,NI,,16; Paz Justiça e Instituições Eficazes,Acampamento Luta pela Vida; ‘Fora Bolsonaro’; ‘Marco Temporal Não’; projetos de morte; genocídio; Projeto de Lei 490/2007,
"out. 3, 2022",In Progress,FLO270821A,Bianca,Marucci,Indígenas fazem marcha em Brasília para reforçar luta contra 'marco temporal',Jornal O Tempo,"ago. 27, 2021",Centro-oeste ; Distrito Federal ; Brasília; 5300108,Deslocamento Coletivo ; Marcha,,,,,undefined,Movimento Indígena,,NI,,,NI,,NI,,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",demarcação de terras; PL 191/2020; PLs da morte; Acampamento Terra Livre,
"out. 3, 2022",In Progress,FLO300821A,Bianca,Marucci,Mais de 200 cestas básicas foram entregues às famílias indígenas de três comunidades,A Crítica de Campo Grande,"ago. 30, 2021",Centro-oeste ; Mato Grosso do Sul ; Campo Grande; 5002704,,Arrecadação de recursos ou execução de serviços,Doação,,,undefined,Movimento Indígena,,NI,,,Estado,,"Outros
Fundação Nacional do índio (FUNAI)",Prefeitura de Campo Grande; Secretaria Municipal de Assistência Social (SAS); Ministério da Cidadania,2; Fome Zero e Agricultura Sustentável,"comunidades Água Funda, Estrela do Amanhã e Nova Canaã; segurança alimentar; pandemia",
"set. 28, 2022",In Progress,FLO291121A,Maria Luiza,Araújo Lopes,Comunidades impactadas defendem novo processo de concessão do turismo e só após regularização das terras quilombolas do Jalapão,Coluna do CT,"nov. 29, 2021",Norte ; Tocantins ; Mateiros; 1712702,,Ação/Prática Comunicativa,Nota Conjunta,sim,Cerrado,Data inicial: 27/11/2021 Data final: 27/11/2021,Movimento Quilombola,,NI,Comunidade Quilombola Ambrózio; Comunidade Quilombola Boa Esperança; Comunidade Quilombola Carrapato; Comunidade Quilombola Formiga; Comunidade Quilombola Mata; Comunidade Quilombola Mumbuca; Comunidade Quilombola Prata; Comunidade Quilombola Riachão; Comunidade Quilombola Rio Novo; Comunidade Quilombola Rio Preto,,NI,,NI,,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre",Seguranção; Convenção 169 OIT; Direitos Quilombolas,
"set. 27, 2022",In Progress,FLO011121B,Bruna,Gonçalves,Povos originários lutam para preservar vegetação; metade do território tomado pelo fogo,MS Notícias,"nov. 1, 2021",Centro-oeste ; Mato Grosso do Sul ; Porto Murtinho; 5006903,,Não categorizado,Oficina,,Cerrado; Pantanal,Data inicial: 26/10/2021 Data final: 26/10/2021,"Movimento Ambientalista
Movimento Indígena",,Outros,Wetlands International Brasil; Associação dos Brigadistas Indígenas da Nação Kadiwéu (Abink),,NI,,NI,,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre",Produção de mudas; Vegetação Nativa; Sustentabilidade,
"set. 27, 2022",In Progress,FLO011121A,Bruna,Gonçalves,Aldeia questiona obra em território indígena em Ubatuba,G1,"nov. 1, 2021",Sudeste ; São Paulo ; Ubatuba; 3555406,,Ação/prática comunicativa,Entrevista concedida ,,Mata Atlântica,Data inicial: 01/11/2021 Data final: 01/11/2021,Movimento Indígena,,Outros,Povo Tupi-Guarani,,NI,,NI,,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre",Aldeia Renascer; Parque Estadual da Serra do Mar; Demarcação,
"set. 26, 2022",In Progress,FLO150921A,Natallia,Assunção,Jambuaçu recebem apoio do Projeto Ação Quilombola,Jornal de Brasília,"set. 15, 2021",Norte ; Pará ; Moju; 1504703,Ação paraestatal ; Levantamento de dados primários,,,,Amazônia,undefined,Movimento Quilombola,,Outros,Ação Quilombola,,Fundação,,Outros,Ecam Negócios Sociais e a Humana.,"1; Erradicação da Pobreza
2; Fome Zero e Agricultura Sustentável
3; Saúde e Bem-Estar
4; Educação de Qualidade
8; Trabalho Decente e Crescimento Econômico
9; Indústria, Inovação e Infraestrutura
10; Redução das Desigualdades
11; Cidades e Comunidades Sustentáveis
12; Consumo e Produção Responsáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes
17; Parcerias e Meios de Implementação",Quilombolas; desenvolvimento econômico; sustentabilidade; desenvolvimento territorial,
"set. 26, 2022",In Progress,FLO160921A,Natallia,Assunção,"Com alto consumo de bebidas alcoólicas entre jovens, indígenas cobram apoio da Câmara de Dourados",Uol,"set. 16, 2021",Centro-oeste ; Mato Grosso do Sul ; Dourados; 5003702,Encontro ; Reunião de reivindicação de ato do legislativo,,,,Pantanal; Mata Atlântica,undefined,Movimento Indígena,,NI,,,Outros,,Outros,,"3; Saúde e Bem-Estar
11; Cidades e Comunidades Sustentáveis
12; Consumo e Produção Responsáveis
16; Paz Justiça e Instituições Eficazes
17; Parcerias e Meios de Implementação",Povos Originários; Reunião; Lideranças; Dourados,
"set. 26, 2022",In Progress,FLO140921C,Natallia,Assunção,"Após protesto por doses, adolescentes indígenas conseguem 3 mil vacinas - CREDITO: CAMPO GRANDE NEWS",Campo Grande News,"set. 14, 2021",Centro-oeste ; Mato Grosso do Sul ; Dourados; 5003702,Deslocamento Coletivo ; Marcha,,,,,undefined,Movimento Indígena,,Outros,Povo Guateka,,Outros,Secretaria,Outros,Secretaria de Estado de Saúde,"3; Saúde e Bem-Estar
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Povos Originários; escola; Saúde Indígena; Saúde,
"set. 26, 2022",In Progress,FLO250821D,Bianca,Marucci,Estátua de Pedro Álvares Cabral é incendiada na zona sul do Rio,Folha de S.Paulo,"ago. 25, 2021",Sudeste ; Rio de Janeiro ; Rio de Janeiro; 3304557,,Ato violento,Violência contra o patrimônio histórico,,,undefined,N.I.,,NI,,,NI,,NI,,16; Paz Justiça e Instituições Eficazes,OL 490; marco temporal; demarcação de terras indígenas; ato de vandalismo,
"set. 26, 2022",In Progress,FLO250821C,Bianca,Marucci,Mobilizações a favor e contra a demarcação de terras em favor dos índios no Norte do RS,Correio do Povo,"ago. 25, 2021",Sul ; Rio Grande do Sul ; Iraí; 4310504,,Ocupação,Bloqueio,,,Data inicial: 24/08/2021 Data final: 25/08/2021,Movimento Indígena,,Outros,Povo Kaingang,,NI,,NI,,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Projeto de Lei 490/2007; BR 386,
"set. 26, 2022",In Progress,FLO140921B,Natallia,Assunção,Funai cria força-tarefa para verificar situação de indígenas nas ruas,Folha BV,"set. 14, 2021",Norte ; Roraima ; Boa Vista; 1400100,Ação Administrativa Pública ; Reivindicação de ato administrativo territorial,,,,,,Movimento Indígena,,Povo Yanomami,,,Fundação,,Fundação Nacional do índio (FUNAI),,"3; Saúde e Bem-Estar
8; Trabalho Decente e Crescimento Econômico
10; Redução das Desigualdades
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",FUNAI; Povo Yanomami; Roraima.,
"set. 26, 2022",In Progress,FLO250821B,Bianca,Marucci,BR-262 em Taunay é palco de  manifestação indígena contra o marco temporal,O Pantaneiro,"ago. 25, 2021",Centro-oeste ; Mato Grosso do Sul ; Amambai; 5000609,Não categorizado,Ocupação,Bloqueio,,,undefined,Movimento Indígena,,NI,,,NI,,NI,,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Reserva Indígena Aldeia Limão Verde; Reserva Indígena Amambai; Reserva Indígena Taquaperi; aldeia Jaguapiru; aldeia Bororó; Terra Indígena Taunay/Ipegue; Terra Indígena Yvy Katu; (Terra Indígena Ñande Ru Marangatu,
"set. 23, 2022",In Progress,FLO140921A,Natallia,Assunção,Pataxós reagem depois de terem imóveis destruídos por trator da prefeitura de Porto Seguro (BA),Brasil de Fato,"set. 14, 2021",Nordeste ; Bahia ; Santa Cruz Cabrália; 2927705,,Deslocamento Coletivo ,Marcha,,Mata Atlântica; Caatinga,,Movimento Indígena,,Povo Pataxó,,,Outros,,Outros,,"10; Redução das Desigualdades
11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Povos Originários; Coroa Vermelha; Sul da Baia,
"set. 22, 2022",In Progress,FLO100921C,Natallia,Assunção,Semma participa de reunião da Mesa Quilombola em Óbidos,Portal Santarém,"set. 10, 2021",Norte ; Pará ; Santarém; 1506807,Encontro ; Reunião de reivindicação de ato administrativo territorial,,,,Amazônia,,Movimento Quilombola,,Outros,Mesa Quilombola,,Fundação,,Outros,Secretaria Municipal de Meio Ambiente (Semma) ,"11; Cidades e Comunidades Sustentáveis
16; Paz Justiça e Instituições Eficazes
17; Parcerias e Meios de Implementação",Quilombola; Reunião; Meio Ambiente; Cadastro Ambiental,
"set. 22, 2022",In Progress,FLO100921B,Natallia,Assunção,Comunidade Indígena Tuxá se prepara para lançar óleo de coco no mercado,Correio,"set. 10, 2021",Nordeste ; Bahia ; Rodelas; 2927101,Não categorizado,,Projeto de Autossustentabilidade,,Mata Atlântica; Caatinga,,Movimento Indígena,,NI,Povo Tuxá,,Outros,,Outros,,"1; Erradicação da Pobreza
2; Fome Zero e Agricultura Sustentável
3; Saúde e Bem-Estar
17; Parcerias e Meios de Implementação",Povos originários; Tuxá; Bahia; Extrativismo,
"set. 22, 2022",In Progress,FLO301021A,Bruna,Gonçalves,Indígenas insistem na preservação de 80% da Amazônia na COP26,Bol Uol ,"out. 30, 2021",Internacional,,Ação/Prática comunicativa,Participação em coletiva de imprensa ,,Amazônia,Data inicial: 30/10/2021 Data final: 30/10/2021,Movimento Indígena,,Outros,Coordenadoria das Organizações Indígenas da Bacia Amazônica (Coica),,NI,,NI,,"13; Ação Contra Mudança Global do Clima
15; Vida Terrestre",Preservação ambiental; Aquecimento global; Desmatamento,
"set. 22, 2022",In Progress,FLO100921A,Natallia,Assunção,Conheça a Brigada Indígena que combate incêndios florestais em Minas,Estado de Minas,"set. 10, 2021",Sudeste ; Minas Gerais ; São João das Missões; 3162450,Judicialização ; Ação Civil Pública,,,,,,Movimento Indígena,,Outros,Povo Xacriabá,,Fundação,,Outros,Instituto Estadual de Florestas (IEF); Instituto Chico Mendes de Conservação da Biodiversidade (ICMBio); Corpo de Bombeiros Militar de Minas Gerais (CBMMG),"3; Saúde e Bem-Estar
14; Vida na Água
15; Vida Terrestre",Queimadas; Reserva Indígena; Xacriabá; Brigada Indígena; Ibama; Minas Gerais,
"set. 21, 2022",In Progress,FLO240821E,Bianca,Marucci,Indígenas interditam rodovia durante manifestação contra 'marco temporal' em RR,G1,"ago. 24, 2021",Norte ; Roraima ; Bonfim; 1400159,,,Bloqueio,,,undefined,Movimento Indígena,,NI,,,NI,,NI,,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",demarcação de terras; bloqueio de rodovia; BR-174; BR-401; tese do marco temporal; PL n° 490/2007,
"set. 21, 2022",In Progress,FLO240821D,Bianca,Marucci,"Em Brasília, Túlio entrega à Funai dossiê sobre a situação dos povos indígenas em Pernambuco 2",Folha de Pernambuco ,"ago. 24, 2021",Centro-oeste ; Distrito Federal ; Brasília; 5300108,Encontro ; Reunião de denúncia,,,,,undefined,Movimento Indígena,,Outros,cacicas Dorinha (Pankará); Lucélia (Pankará); caciques Bertinho (Truká); Valdemir Amaro Lisboa (Pipipã),,Estado,,Fundação Nacional do índio (FUNAI),,10; Redução das Desigualdades,Acampamento Luta Pela Vida; entrega de dossiê; povos originários de Pernambuco; ausência de políticas públicas,
"set. 21, 2022",In Progress,FLO240821C,Bianca,Marucci,"Em Brasília, Túlio entrega à Funai dossiê sobre a situação dos povos indígenas em Pernambuco",Folha de Pernambuco ,"ago. 24, 2021",Estadual ; Pernambuco,,Ação/Prática Comunicativa,Elaboração de Dossiê,,,,Movimento Indígena,,Outros,Atikum; Fulni-ô; Kambiwá; Kapinawá; Pankaiwká; Pankará; Pankararu; Pipipã; Truká; Tuxá; Tuxi; Xukuru,,NI,,NI,,10; Redução das Desigualdades,povos originários de Pernambuco; FUNAI; discriminação étnico-racial,
